,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
585,586,413  - LIEVIN Veronique LES ZINZINS DES COTEAUX 31,SEF,28,38:22:52,19:20:58,FR
586,587,2127  - STREJAC Ciprian-Vasile,SEH,267,38:22:54,19:21:00,RO
587,588,1593  - MORRIS Andrew,V1H,223,38:23:10,19:21:16,GB
588,589,1354  - GARCÍA HERNÁNDEZ Fernando MENRISCOTRAIL,SEH,268,38:24:28,19:22:34,ES
589,590,1134  - SOULIER Jerome CA BRIOUDE,V1H,224,38:24:49,19:22:55,FR
590,591,1296  - DOTTO Alvin SUMMANO COBRAS,SEH,269,38:24:59,19:23:05,IT
591,592,1624  - LOCATELLI Alessandro SUMMANO COBRAS,SEH,270,38:25:00,19:23:06,IT
592,593,1266  - DE BERTI Tommaso VERONA TRAIL RUNNERS,SEH,271,38:27:23,19:25:29,IT
593,594,1241  - VISSE Stéphane,V2H,50,38:28:00,19:26:06,FR
594,595,1075  - WILKIE Stuart MUD CREW TRAIL RUNNERS,SEH,272,38:28:24,19:26:30,GB
595,596,1925  - ERICHSEN Kenneth,V1H,225,38:28:39,19:26:45,GT
596,597,414  - XU Linju COLUMBIA,SEF,29,38:30:01,19:28:07,CN
597,598,1304  - BENOIT Christian,V2H,51,38:30:51,19:28:57,FR
598,599,2060  - JAHANGIR Paviter Singh,SEH,273,38:31:28,19:29:34,SG
599,600,1232  - BAUER Erwin DJK SCHW. GMUND,V1H,226,38:33:40,19:31:46,DE
600,601,961  - LOHR Eva,V1F,15,38:33:41,19:31:47,DE
601,602,1177  - DUGUAY Sandrine TEAM IRON RACE,V2F,2,38:34:08,19:32:14,FR
602,603,542  - GALEA Éric TEAM IRON RACE,V1H,227,38:34:10,19:32:16,FR
603,604,2008  - PENA Rui AASM,V1H,228,38:34:29,19:32:35,PT
604,605,994  - GOURBIN Francois ART NORMANDIE,V1H,229,38:35:27,19:33:33,FR
605,606,507  - PODRZYCKI Marc,V1H,230,38:36:47,19:34:53,FR
606,607,2043  - MONTORO ROBLES Raul ACE BOMBERS BARCELONA,SEH,274,38:37:22,19:35:28,ES
607,608,2862  - CHIN Chean Yong,SEH,275,38:37:33,19:35:39,MY
608,609,1858  - D'AMORE Raphaël,V1H,231,38:40:18,19:38:24,FR
609,610,1099  - FRISA Paolo,V1H,232,38:40:20,19:38:26,IT
610,611,1180  - RUFFIER MONET Nicolas,V1H,233,38:41:25,19:39:31,FR
611,612,709  - GRIBEAUVAL Ludovic,V1H,234,38:41:39,19:39:45,FR
612,613,937  - SHIN Iwatare TEAM100MILE,SEH,276,38:42:25,19:40:31,JP
613,614,1377  - TANAKA Keisuke TEAM-100MILE,SEH,277,38:42:58,19:41:04,JP
614,615,1696  - ARMENTEROS RUIZ Juan Carlos MLMIXRUN-XP-TZAR,V1H,235,38:43:04,19:41:10,ES
615,616,1981  - DZENIS Juris TAKU SKRēJēJS / SIGULDA,SEH,278,38:44:02,19:42:08,LV
616,617,1756  - PASTORE Maurizio SISPORT,V2H,52,38:45:35,19:43:41,IT
617,618,1229  - SKRABA Michal HERCOG RUNNING TEAM,V1H,236,38:45:48,19:43:54,PL
618,619,1911  - FOUBERT Bruno,V1H,237,38:46:25,19:44:31,FR
619,620,1511  - BATISSE Bruno,V1H,238,38:46:27,19:44:33,FR
620,621,1015  - PETELIN Brandon,SEH,279,38:49:08,19:47:14,US
621,622,1385  - ZHANG Yi,SEH,280,38:49:09,19:47:15,CN
622,623,1602  - MOREL Sylvain,V1H,239,38:50:00,19:48:06,FR
623,624,1984  - FOULON Pierre Yves KIKOUROU,V1H,240,38:50:24,19:48:30,FR
624,625,842  - BENECH Emmanuel YTRAC CLUB NATURE,V1H,241,38:50:35,19:48:41,FR
625,626,1168  - BILLOUX Joel YTRAC CLUB NATURE,V1H,242,38:50:36,19:48:42,FR
626,627,1958  - PUGET Christophe,SEH,281,38:52:53,19:50:59,FR
627,628,1888  - CORNEJO Marco,V2H,53,38:53:36,19:51:42,CL
628,629,802  - CARDONA VASCO Gloria,V1F,16,38:53:53,19:51:59,CO
629,630,1625  - MENENDEZ RIESCO Raúl COMANDO GUADARRAMA,V1H,243,38:54:02,19:52:08,ES
630,631,1178  - GALAN MORENO Miguel Angel TIERRA TRAGAME-COMANDO GUADARRAMA,V2H,54,38:54:06,19:52:12,ES
631,632,844  - DJADANE Emilie AIX ATHLE PROVENCE,SEF,30,38:54:45,19:52:51,FR
632,633,1057  - HOLTON Gary,V2H,55,38:54:48,19:52:54,US
633,634,1530  - DINCEA Lucian VENITI CU NOI ARAD,V2H,56,38:55:11,19:53:17,RO
634,635,1880  - MORINO-ROS Sylvain ASCEA,V2H,57,38:55:19,19:53:25,FR
635,636,2381  - VON BROCKE Klaus,V1H,244,38:58:10,19:56:16,DE
636,637,990  - AASRI Taoufiq CMG SPORTS CLUB,V1H,245,38:58:50,19:56:56,MA
637,638,2056  - BURGAUD Vincent TEAM RAIDLIGHT 44,V1H,246,38:59:21,19:57:27,FR
638,639,1669  - ZILLER Christian,V1H,247,39:00:27,19:58:33,FR
639,640,2891  - GASPAR DOS REIS Paulo Miguel APT / RUNBABYRUN,V1H,248,39:01:18,19:59:24,PT
640,641,1183  - BAUMGARTNER Stefan TRAILBROTHERS,SEH,282,39:01:21,19:59:27,AT
641,642,890  - CHARDONNET Laurent,V1H,249,39:01:56,20:00:02,FR
642,643,1347  - SADLIER Ivan,V1H,250,39:02:02,20:00:08,GB
643,644,1235  - RALCHEVA Aneta MAGNET,V2F,3,39:05:28,20:03:34,BG
644,645,1262  - ALLEN Rob KESWICK AC,V1H,251,39:05:38,20:03:44,GB
645,646,1300  - ROMAN Eric,V1H,252,39:06:22,20:04:28,FR
646,647,1621  - KOGA Yoshihiro,V1H,253,39:06:50,20:04:56,JP
647,648,477  - DESCOMBES Pierre-Yves AVOC,V2H,58,39:08:12,20:06:18,FR
648,649,445  - LY Alexandre Petzl,SEH,283,39:08:42,20:06:48,FR
649,649,751  - CHING Flora Wing Yee,SEF,31,39:08:42,20:06:48,HK
650,651,537  - FOY Emily,SEF,32,39:08:49,20:06:55,GB
651,652,1035  - GU Haiyan,SEF,33,39:08:59,20:07:05,CN
652,653,850  - DE BONI Fabio,V1H,254,39:09:11,20:07:17,IT
653,654,2004  - ZUFFEREY Christophe,V1H,255,39:09:25,20:07:31,CH
654,655,2034  - TROCQUE Gil,V1H,256,39:09:28,20:07:34,FR
655,656,435  - FOUQUERAY pascal CAP ENDURANCE,V2H,59,39:10:17,20:08:23,FR
656,657,1378  - BEAUVAL Alex,V2H,60,39:11:00,20:09:06,FR
657,658,1587  - BOTTA Virgilio,V1H,257,39:11:25,20:09:31,IT
658,659,1707  - WISBÖCK Thomas FREIBICHL TRAIL,V2H,61,39:14:49,20:12:55,DE
659,660,1891  - MARISCO Nelson UPFITRAIL,V2H,62,39:15:08,20:13:14,BR
660,661,460  - KVIST Miranda TEAM NORDIC TRAIL,SEF,34,39:15:17,20:13:23,SE
661,662,663  - TOAL Jacqueline BELFAST ASSOCIATION OF ROCKCLIMBERS & FELLRUNNERS,V1F,17,39:15:57,20:14:03,IE
662,663,439  - PREVOST Guillaume,SEH,284,39:16:01,20:14:07,FR
663,663,496  - MESSAGER Antoine REDEG 29 INTERSPORT MORLAIX,SEH,284,39:16:01,20:14:07,FR
664,665,1686  - VIDAL GONZALEZ Manuel,V1H,258,39:16:21,20:14:27,ES
665,666,875  - PUTHOSTE Julie Team RUNAO,SEF,35,39:16:27,20:14:33,FR
666,667,1811  - COOKE Alex,V1H,259,39:16:40,20:14:46,GB
667,668,2212  - OBATA Toru,V2H,63,39:17:17,20:15:23,JP
668,669,1506  - KALIKAS Ioannis O.Y.KΡHTHS -ROUT AMBASSADOR,SEH,286,39:17:33,20:15:39,GR
669,670,1254  - JACQUAND Marc MARTIGNAT,SEH,287,39:17:58,20:16:04,FR
670,671,2142  - GEOFFROY Julien ATHLE VOSGES,SEH,288,39:18:36,20:16:42,FR
671,672,1408  - PINHEIRO Joaquim ASRHV,V1H,260,39:18:37,20:16:43,FR
672,673,1718  - EDGECLIFFE-JOHNSON Robin,V1H,261,39:18:42,20:16:48,GB
673,674,1079  - VAN DYCK Dimitri SRHF,SEH,289,39:19:01,20:17:07,BE
674,675,1496  - FAVENNEC Jean-Yves,V1H,262,39:19:05,20:17:11,FR
675,676,494  - VAN DER BIEST Mathieu,V1H,263,39:19:18,20:17:24,FR
676,677,1842  - MING Lang,V1H,264,39:20:07,20:18:13,CN
677,678,1004  - TORRES Adrian,V1H,265,39:20:36,20:18:42,US
678,679,476  - KABASHIMA Kenji KYOTO UNIV HOSPITAL,V1H,266,39:21:22,20:19:28,JP
679,680,1265  - CASTILLO LÓPEZ Jerónimo CDA PALACIEGO,V1H,267,39:22:36,20:20:42,ES
680,681,1445  - PONCELET Renaud,V1H,268,39:25:09,20:23:15,FR
681,682,1865  - OBREGON Angel PICOS XTREME SPORT,SEH,290,39:25:43,20:23:49,ES
682,683,1027  - DROZD Michal,SEH,291,39:26:46,20:24:52,PL
683,684,1462  - PAPP Csaba CSM RUPICAPRA / Beck et al. Services,V1H,269,39:27:28,20:25:34,RO
684,685,1730  - HOCHULI Martin WWW.MARTINHOCHULI.COM,V1H,270,39:27:51,20:25:57,CH
685,686,1046  - LE DU Eric,SEH,292,39:28:11,20:26:17,FR
686,687,1379  - GREENWOOD John,V1H,271,39:28:28,20:26:34,GB
687,688,2131  - COLLE Laurent BIGOREX TEAM,V2H,64,39:30:27,20:28:33,FR
688,689,1970  - ZENOU Raphael ASICS FrontRunner UK,SEH,293,39:30:52,20:28:58,FR
689,690,1850  - PAIVA Joao CLUBE ANACOM,V1H,272,39:31:22,20:29:28,PT
690,691,2539  - RIBEIRO Marco,SEH,294,39:31:41,20:29:47,BR
691,692,1697  - DOMAZETOVIC Tomas,V1H,273,39:31:50,20:29:56,ME
692,693,1667  - VANOTTI Bertrand,V1H,274,39:32:01,20:30:07,FR
693,694,1230  - STEENS Luc,V1H,275,39:34:15,20:32:21,BE
694,695,1674  - DUMAS Arnaud,V1H,276,39:34:18,20:32:24,FR
695,696,2055  - CAUDRELIER BENAC Eric,V1H,277,39:34:19,20:32:25,FR
696,697,864  - CHAUVET Frédéric S/L ATHLETIC CLUB ANGERIEN,SEH,295,39:34:34,20:32:40,FR
697,698,1926  - FIRTH Darren,V1H,278,39:36:16,20:34:22,GB
698,699,1748  - DIAZ GARCIA Antonio Manuel TRAILRUNNERS AVANZA JAEN,SEH,296,39:37:45,20:35:51,ES
699,700,1505  - FALCONNIER Jérémy DU SUZON A LA VAREZE,SEH,297,39:38:35,20:36:41,FR
700,701,2321  - JORGENSEN Mads-Juul,V1H,279,39:38:47,20:36:53,DK
701,702,2315  - DUJARDIN Gauthier ESR,V1H,280,39:39:21,20:37:27,FR
702,703,1663  - ARRIBA HERNANDO Luis ENPHORMA,V1H,281,39:39:39,20:37:45,ES
703,704,1038  - MESLET Pierre PROFEET,SEH,298,39:40:04,20:38:10,FR
704,705,1318  - IZCUE JIMENEZ Jorge A.D. MONTANA PEGASO,SEH,299,39:40:34,20:38:40,ES
705,706,717  - CALDERON DE LA BARCA Fernando AD GRUPO MONTANA PEGASO,SEH,300,39:40:38,20:38:44,ES
706,707,1737  - WEBB Brandon LINGFIELD RUNNING CLUB,V1H,282,39:40:52,20:38:58,GB
707,708,2201  - THOMERSON Martin WARRINGTON RUNNING CLUB,V1H,283,39:40:53,20:38:59,GB
708,709,1965  - GUARDE PASCUAL David SALAMANCA RAIDS&TRAIL,SEH,301,39:41:06,20:39:12,ES
709,710,786  - BANNISTER Richard STONEHAVEN / GET ACTIVE RUNNING,SEH,302,39:41:19,20:39:25,GE
710,711,1904  - GAUDET Vincent,SEH,303,39:42:04,20:40:10,FR
711,712,794  - ANIORTE ESCLAPEZ Tomás LA VARA TRAIL,SEH,304,39:43:13,20:41:19,ES
712,713,1824  - FRIEDLY Seth,SEH,305,39:43:24,20:41:30,US
713,714,2018  - HANNAH Andrew,V1H,284,39:43:47,20:41:53,GB
714,715,673  - CARLIN Benoît USC NOUVION SUR MEUSE,V1H,285,39:44:27,20:42:33,FR
715,715,746  - ALEXANDRE José USC NOUVION SUR MEUSE,V2H,65,39:44:27,20:42:33,FR
716,717,775  - FRANCOIS Matthias,V1H,286,39:44:57,20:43:03,FR
717,718,2103  - CHIAPPIN Andrea SUMMANO COBRAS,SEH,306,39:45:39,20:43:45,IT
718,719,2370  - CHAUVIN Jérôme,V1H,287,39:45:43,20:43:49,FR
719,720,1154  - KAJI Masaki KAMIARI TRAILRUN CREW,SEH,307,39:46:10,20:44:16,JP
720,721,1298  - LOVERA Pierluigi A.S.D. PODISTICA VALLE VARAITA,V2H,66,39:46:32,20:44:38,IT
721,722,1371  - CRESPEL Guillaume BRUNO BRUNOD RACING TEAM,SEH,308,39:46:35,20:44:41,FR
722,722,1484  - POTIER Romain BRUNO BRUNOD RACING TEAM,SEH,308,39:46:35,20:44:41,FR
723,724,540  - LUND Søren,SEH,310,39:46:57,20:45:03,DK
724,725,2372  - DOFFIN Yann PIERREVAL,V1H,288,39:47:18,20:45:24,FR
725,726,936  - DI TRANA Marco C.A. DIANIUM TURURAC,V1H,289,39:47:33,20:45:39,IT
726,727,878  - PEREZ MINANA Ricard CA DIANIUM-TURURAC SPORT,V1H,290,39:47:34,20:45:40,ES
727,728,1815  - NIKOLOV Nikola R&F - RUN & FUN,V1H,291,39:47:46,20:45:52,BG
728,729,1968  - SUKIA GARMENDIA Alex GAILURRERANTZ,SEH,311,39:48:22,20:46:28,ES
729,729,2044  - TORTOSA GARCIA Miquel TORTUGA ALGEMESI,V2H,67,39:48:22,20:46:28,ES
730,731,1082  - EVISON Geoff NRG,V2H,68,39:48:23,20:46:29,AU
731,732,761  - CARRERES TORTOSA Ana Maria CLUB CICLISTA GUERRER DE MOIXENT,V1F,18,39:48:40,20:46:46,ES
732,733,1436  - TORRO CARCELES Ramon CLUB CICLISTA GUERRER DE MOIXENT,V1H,292,39:48:43,20:46:49,ES
733,734,915  - PARRADO VALIENTE Dídac,SEH,312,39:50:06,20:48:12,ES
734,735,1708  - VANDELLI Andrea,V1H,293,39:50:11,20:48:17,IT
735,736,812  - BERNARD Stéphane,SEH,313,39:50:19,20:48:25,FR
736,737,2213  - PAUL Adrien,V1H,294,39:50:36,20:48:42,FR
737,738,1643  - PARTRIDGE Geoff BRISTOL & WEST AC,V1H,295,39:52:20,20:50:26,GB
738,739,2545  - WĘGIEL Bogdan MCD,V1H,296,39:52:46,20:50:52,PL
739,740,1502  - ADAM Régis,SEH,314,39:54:45,20:52:51,FR
740,741,1537  - WALTER Jerome ASC EUROCLEAR,SEH,315,39:54:50,20:52:56,FR
741,742,467  - LEROYER Chantal LAVAUR ATHLETISME,V2F,4,39:54:58,20:53:04,FR
742,743,1289  - MITTAINE Frederic,V2H,69,39:55:26,20:53:32,FR
743,744,539  - GAMBOA Mamerto BICHOS RUNNERS,V1H,297,39:55:57,20:54:03,ES
744,745,2659  - BALL John,V2H,70,39:56:06,20:54:12,GB
745,746,1900  - ENIKO Jaka ENJAKA,SEH,316,39:56:11,20:54:17,SI
746,747,491  - HUTCHINSON G Brian UCD ROOM 22 RUNNERS,V2H,71,39:56:24,20:54:30,IE
747,748,1107  - HERRMANN Sébastien,V1H,298,39:57:03,20:55:09,FR
748,749,1472  - DURET Aurelien CREWSTACH,SEH,317,39:59:42,20:57:48,FR
749,750,1133  - SLATTERY Andrew KESWICK AC/MOUNTAINFUEL,V2H,72,39:59:45,20:57:51,GB
750,751,2401  - GEORGIOU Ioannis,V2H,73,39:59:46,20:57:52,GR
751,752,1774  - LARRANAGA Juan Jose ALQUIMISTAS RUNNING TEAM,V1H,299,40:00:05,20:58:11,AR
752,753,626  - TERCIER Elodie RUNNING PLANET GENEVE,SEF,36,40:00:24,20:58:30,CH
753,754,410  - GRIFFON Yann CROSSCALL,SEH,318,40:00:45,20:58:51,FR
754,755,2019  - MOREL Eric,V1H,300,40:01:05,20:59:11,FR
755,756,2027  - CALLEJA Javier MENDIZALE TXURI-URDIN,SEH,319,40:02:24,21:00:30,ES
756,757,1071  - BARANOWSKI Andrzej TRIWAWA,SEH,320,40:04:06,21:02:12,PL
757,758,1570  - KOSZAREK Maciej,V2H,74,40:04:49,21:02:55,PL
758,759,1971  - DUPUIS Maxime LES PTITS MOTEURS,SEH,321,40:08:46,21:06:52,FR
759,760,1615  - SIFFRINE Jean-Charles,V1H,301,40:08:47,21:06:53,FR
760,761,1077  - BLANCO Pablo FOOTING CLUB,V1H,302,40:08:54,21:07:00,FR
761,762,736  - AUCLAIRE Edouard,SEH,322,40:09:13,21:07:19,FR
762,763,1488  - ZACARES VILA Jose Francisco COLLA EL PAROTET,V1H,303,40:09:16,21:07:22,ES
763,764,1626  - NADAL GOMEZ Paco COLLA EL PAROTET,V1H,304,40:09:19,21:07:25,ES
764,765,462  - SCHRAUB Philippe CORSICA RUN XTREM,V1H,305,40:11:09,21:09:15,FR
765,766,1447  - VAN RENSBURG Andrew FAKU CHIEFS,SEH,323,40:11:11,21:09:17,ZA
766,767,2303  - MITCHELL Rory HONG KONG TRAIL RUNNERS,SEH,324,40:11:28,21:09:34,GB
767,768,1042  - LE PAGE Cyrille,SEH,325,40:11:37,21:09:43,FR
768,769,1037  - WYSTRYCHOWSKA Marzena BFAGENCJA.PL,V1F,19,40:13:27,21:11:33,PL
769,770,1693  - MAJ Grzegorz,V2H,75,40:13:50,21:11:56,PL
770,771,1980  - DUPON Norbert CLIPS - PPU,V1H,306,40:14:17,21:12:23,FR
771,772,1767  - BOUDIN Stéphane SEZANNE ATHLE,V1H,307,40:14:20,21:12:26,FR
772,773,1115  - EINASTO Mart TUASK,V1H,308,40:14:51,21:12:57,EE
773,774,1638  - DOVE Wayne,V1H,309,40:14:54,21:13:00,GB
774,775,2206  - COLMER Graham,SEH,326,40:16:43,21:14:49,IE
775,776,1033  - SERMET Christophe,V1H,310,40:16:56,21:15:02,FR
776,777,2573  - CHALUMEAU Bertrand,V1H,311,40:16:58,21:15:04,FR
777,778,1380  - ROBSON Sam,SEH,327,40:17:12,21:15:18,GB
778,779,1908  - BISAZZA Enrico,V1H,312,40:17:42,21:15:48,IT
779,780,1983  - LATIS Dan Mihai,V1H,313,40:18:24,21:16:30,RO
780,781,935  - BERMUDEZ Conrado Philippine Association Of Ultrarunners,V1H,314,40:18:29,21:16:35,PH
781,782,851  - LAPLACE Jean-Yves RTT 74 Les Pas De Lilou,V1H,315,40:18:33,21:16:39,FR
782,783,1885  - AFANASENKOV Mikhail 100KM.RU,V2H,76,40:18:52,21:16:58,RU
783,784,1442  - CROWLEY Gregory DARK PEAK FELL RUNNERS,V2H,77,40:19:21,21:17:27,GB
784,785,2914  - OLCSAK Jozsef,SEH,328,40:20:24,21:18:30,HU
785,786,2374  - GARREAU Charles,SEH,329,40:20:55,21:19:01,FR
786,787,1847  - GAILLARD Cyril,V1H,316,40:21:23,21:19:29,FR
787,788,1817  - PŁAWECKI Leszek PSZCZYNA BIEGA,V1H,317,40:21:24,21:19:30,PL
788,789,1470  - BAILLY Jean-Christophe RAID LIGHT TEAM,V2H,78,40:22:19,21:20:25,FR
789,790,1616  - SLAVICKY Stuart,SEH,330,40:22:53,21:20:59,GB
790,791,2443  - KAMATA Kouichi NATIVE VILLAGE,V2H,79,40:22:58,21:21:04,JP
791,792,1702  - SARTORI Oscar A.S.D. VERONA TRAIL RUNNERS,V1H,318,40:24:03,21:22:09,IT
792,793,605  - LENOTTI Elisabetta A.S.D. VERONA TRAIL RUNNERS,V1F,20,40:24:04,21:22:10,IT
793,794,1688  - CELIKBAS Aytug,SEH,331,40:24:42,21:22:48,TR
794,795,2116  - NORQUIST Craig RWB,V2H,80,40:24:54,21:23:00,US
795,796,1664  - JALMIN Loïc,SEH,332,40:25:52,21:23:58,FR
796,797,1792  - HOUEL Benjamin BORD'S TRAILERS,SEH,333,40:25:57,21:24:03,FR
797,798,2066  - IBOS Hugues LES BORDS TRAILERS,V1H,319,40:25:58,21:24:04,FR
798,799,2154  - ISHIDA Yoshihiro TEAM MRB,SEH,334,40:26:48,21:24:54,JP
799,800,777  - GAUTHIER Julien,SEH,335,40:27:13,21:25:19,FR
800,801,1251  - BILANCIONI Mirko MONTECCHIO 2000,V1H,320,40:27:14,21:25:20,IT
801,802,2278  - BERRET Bruno SO HOUILLES,V2H,81,40:27:49,21:25:55,FR
802,803,2296  - YANG Song POSITIVE ENERGY,SEH,336,40:28:30,21:26:36,CN
803,804,1216  - RAFFO Sebastian DANIEL SIMBRON,V1H,321,40:29:25,21:27:31,AR
804,805,1547  - REYTER Jérôme,V1H,322,40:29:39,21:27:45,FR
805,806,1427  - AUGUSTINE Nathan TRAIL MONSTER RUNNING,V1H,323,40:29:52,21:27:58,US
806,807,2848  - MAYUMI Tamura,V1F,21,40:31:32,21:29:38,JP
807,808,2214  - SORIANO GUERRERO Pedro,V1H,324,40:31:38,21:29:44,ES
808,809,1580  - CLARK Matthew,V1H,325,40:32:38,21:30:44,US
809,810,592  - BUSCHINO Romain TEAM TECNICA,SEH,337,40:33:06,21:31:12,FR
810,811,555  - COSTA Francesca SPIRITO TRAIL TEAM,SEF,37,40:33:08,21:31:14,IT
811,812,2527  - BROQUEREAU Ludovic,V1H,326,40:33:12,21:31:18,FR
812,813,1582  - BATTAGLIA Emanuele CAI CITTADELLA,V1H,327,40:34:10,21:32:16,IT
813,814,941  - BREHM Sven TSV HILDRIZHAUSEN,V1H,328,40:34:41,21:32:47,DE
814,815,1617  - WÓJCIK Ziemowit Mountaineering Club in Katowice,SEH,338,40:36:22,21:34:28,PL
815,816,1434  - SAWADA Yasuhiro ITRC,V1H,329,40:36:33,21:34:39,JP
816,817,1804  - LEGOWSKI Jakub ARKA GDYNIA,SEH,339,40:36:42,21:34:48,PL
817,818,2194  - ZYLINSKI Maciej,V3H,5,40:36:43,21:34:49,PL
818,819,1618  - ZERBINO Davide,V1H,330,40:36:45,21:34:51,IT
819,819,1709  - GABELLANI Simone,V1H,330,40:36:45,21:34:51,IT
820,821,788  - EL IDRISSI Mustafa,V1H,332,40:36:46,21:34:52,BE
821,822,2475  - LEON Gabriel,SEH,340,40:37:48,21:35:54,VE
822,823,2301  - GONZÁLEZ PÉREZ Manuel Jesús THE COJOS TEAM,SEH,341,40:38:01,21:36:07,ES
823,824,2115  - CHENGGANG Ni,SEH,342,40:38:38,21:36:44,CN
824,825,2067  - MARINOV Svetoslav BFC,V1H,333,40:39:40,21:37:46,BG
825,826,1744  - YOSHIDA Noriaki OYAMA CLUB,SEH,343,40:39:57,21:38:03,JP
826,827,1594  - PATRY Christophe,V1H,334,40:43:32,21:41:38,FR
827,828,2895  - LUBIENSKI Wojciech,V1H,335,40:44:27,21:42:33,PL
828,829,1479  - GUILERA I SALA Monica CEP,SEF,38,40:44:46,21:42:52,ES
829,830,1941  - ROUSSEAU Nicolas,SEH,344,40:44:51,21:42:57,FR
830,831,1181  - AMADEU Teixeira AMIGOS DO PEDAL TRAIL DE LAGARES,V2H,82,40:45:13,21:43:19,PT
831,832,2286  - OLIVEIRA MARQUES João Paulo O.C.S/PROAVENTURAS,V2H,83,40:45:14,21:43:20,PT
832,833,2850  - PAIS COSTA Amélia Conceição O.C.S/PROAVENTURAS,V2F,5,40:45:16,21:43:22,PT
833,834,1526  - GONIN Marc ACVS,V2H,84,40:46:15,21:44:21,FR
834,835,1170  - SCALABRIN Luca,V2H,85,40:46:48,21:44:54,IT
835,836,2344  - MAO Pingping,SEH,345,40:47:11,21:45:17,CN
836,837,469  - PETIT Jérôme TALUYERS,V1H,336,40:48:15,21:46:21,FR
837,838,1540  - DAHLSTRÖM Andreas TEAM NORDIC TRAIL,SEH,346,40:48:32,21:46:38,SE
838,839,1672  - BOPP Robert,V2H,86,40:48:48,21:46:54,NL
839,840,2175  - SCOTT Alexander ESKILSTUNA TRAILKLUBB,SEH,347,40:48:50,21:46:56,SE
840,841,2243  - GERARDIN Rodrigo GET FIT,SEH,348,40:49:05,21:47:11,AR
841,842,419  - SEIKE Shintaro ALTERIA CO./LTD.,SEH,349,40:49:17,21:47:23,JP
842,843,1833  - CORTI Corrado OTC COMO,V1H,337,40:49:19,21:47:25,IT
843,844,1365  - FEVRIER Yan,SEH,350,40:50:29,21:48:35,FR
844,845,1606  - KRASYNSKA Sylvain,SEH,351,40:50:30,21:48:36,FR
845,846,543  - FURUYA Nobuhiko,V1H,338,40:51:45,21:49:51,JP
846,847,1384  - WILLIAMS Ryan RUNNER'S HIGH CLUB,SEH,352,40:52:15,21:50:21,US
847,848,1224  - FOLEY Heather RUNNER'S HIGH CLUB,SEF,39,40:52:16,21:50:22,US
848,849,1328  - YAMAMOTO Kenta USAKAME,SEH,353,40:52:31,21:50:37,JP
849,850,1987  - COLET Ivan,V1H,339,40:53:19,21:51:25,BE
850,851,2209  - HOUOT Martial GLOBETRAILERS/RTT,V2H,87,40:53:41,21:51:47,FR
851,852,964  - SELLE Thierry TEAM GRAND RAID DE BEAUVOISIN,SEH,354,40:54:28,21:52:34,FR
852,853,2544  - POCZA Laszlo,V1H,340,40:55:32,21:53:38,HU
853,854,1485  - MILLINER Chris,V1H,341,40:55:46,21:53:52,GB
854,855,1405  - LION Cedric LES TRAILEURS DE LA POINTE,V1H,342,40:56:48,21:54:54,FR
855,856,1073  - THOMAS Fabrice,SEH,355,40:56:54,21:55:00,FR
856,857,1217  - SAGE Laurent,V1H,343,40:57:51,21:55:57,FR
857,858,1329  - ZHANG Jun,SEH,356,40:58:18,21:56:24,CN
858,859,1723  - RAEVEN Pierre WRC PIRAT,SEH,357,40:58:28,21:56:34,NL
859,860,2913  - MONTEJO Xavier CER,V1H,344,40:58:35,21:56:41,ES
860,861,1346  - MARTIN Adrian ESK VALLEY FELL CLUB,V2H,88,40:59:06,21:57:12,GB
861,862,2318  - HORTON Nick,V1H,345,40:59:30,21:57:36,GB
862,862,2320  - JENKINS Huw BRATS,V2H,89,40:59:30,21:57:36,GB
863,864,1564  - AGULLO GIL Xavier CENTRE EXCURSIONISTA DEL PENEDES,V1H,346,41:00:54,21:59:00,ES
864,865,1553  - DEL HIERRO Iban GJC+S,V1H,347,41:01:02,21:59:08,ES
865,865,2261  - KIYKO Pavel 7 WINDS,V1H,347,41:01:02,21:59:08,RU
866,867,2216  - BEAUMONT Olivier,V1H,349,41:01:47,21:59:53,FR
867,868,1314  - CHENG Tao Engine Bird,SEH,358,41:01:54,22:00:00,CN
868,868,2847  - MAO Runqing Engine Bird,SEF,40,41:01:54,22:00:00,CN
869,870,1220  - CHALVET Laurent SALTA BARTAS,V1H,350,41:02:00,22:00:06,FR
870,871,1299  - REEDER Olaf WSV BAD TOLZ,V1H,351,41:02:54,22:01:00,DE
871,872,1102  - PAPALINI Nicola,V1H,352,41:03:23,22:01:29,GB
872,873,2236  - SILVA Nuno,V1H,353,41:03:25,22:01:31,PT
873,874,2393  - PELISSON Marc USCB,V2H,90,41:03:31,22:01:37,FR
874,875,2032  - HAMILTON Craig Pyllon STRATHAVEN STRIDERS,V1H,354,41:03:51,22:01:57,GB
875,876,2111  - KÖRTING Axel SC KARAMASOW,V1H,355,41:03:55,22:02:01,DE
876,877,1849  - OUE Kensuke,V1H,356,41:04:35,22:02:41,JP
877,878,2326  - BAUDET Christian RACING CLUB D'ARRAS,V2H,91,41:06:09,22:04:15,FR
878,879,2011  - TEMPORIN Paolo,V1H,357,41:06:12,22:04:18,IT
879,880,1779  - SZCZEPANSKI Sebastian KOPYTKO,V1H,358,41:06:45,22:04:51,PL
880,881,1305  - BOUTTEFROY Aymeric,SEH,359,41:06:46,22:04:52,FR
